tien,123,t
221274140,chitien2808,s
22127458,123456!@,t
long,123,t
22124,123,s
22127011,1234,s
22127012,1234,s
22127013,1234,s
28327042,1234,s
22017014,1234,s
2922123123,1234,s
283270433,1234,s
2922123222,1234,s
283270443,1234,s
22127324,1234,s
22127121,1234,s
22127129,1234,s
22127130,1234,s
22127960,1234,s
22127961,1234,s
22127962,1234,s
22127963,1234,s
22127964,1234,s
22127965,1234,s
22127133,1234,s
22127154,1234,s
22127158,1234,s
22127192,1234,s
22127273,1234,s
22127320,1234,s
22127824,1234,s
20191060,1234,s
20191061,1234,s
20191062,1234,s
20191063,1234,s
21127273,1234,s
22127120,1234,s
22127224,1234,s
231227123,1234,s
231227114,1234,s
231227128,1234,s
231227122,1234,s
2922123100,1234,s
2922123103,1234,s
2922123105,1234,s
2922123107,1234,s
2922123109,1234,s
2922123111,1234,s
2884327044,1234,s
28843270658,1234,s
2884327045,1234,s
99997042,1234,s
18727058,1234,s
999948962,1234,s
7777604,1234,s
77772704,1234,s
7777745691,1234,s
88884865,1234,s
88884652,1234,s
88882693,1234,s
22127384,1234,s
20127077,1234,s
20127088,1234,s
22127122,1234,s
22127395,1234,s
20127012,1234,s
22127058,1234,s
20124443,1234,s
22127042,1234,s
20127021,1234,s
20127031,1234,s
20127041,1234,s
20128011,1234,s
20129012,1234,s
22127083,1234,s
20121122,1234,s
22129232,1234,s
22129032,1234,s
22129422,1234,s
22127234,1234,s
22127123,1234,s
22127022,1234,s
22125211,1234,s
22128014,1234,s
221270111111,1234,s
22127014,1234,s
123456789,1234,s
987654321,1234,s
13579,1234,s
246810,1234,s
159357,1234,s
22446688,1234,s
22125511,1234,s
22125012,1234,s
22125022,1234,s
22017058,1234,s
2212700008,1234,s
